sid	uid	class	text
263968608470843000	145415756	positive	I liked a @YouTube video http://youtu.be/Jm2JFTdLqbI?a�Â�  Anonymous - Remember, Remember the 5th of November
264164039842742000	766415527	objective-OR-neutral	REAL America will stand up for itself on Tuesday and make it count. Mitt is ready to lead us out of our Jimmy Carter funk we're in
226499790366720000	256743609	objective	Hmm, I think I am living the movie Ground Hog Day, Grandma Jan and Isaac are back again this weekend
260867954479083000	546244454	positive	Me; 'ill bring your birthday card in on Friday' Kane; 'aw really? It's the thought that counts I'd prefer a tv' Twat
262815040963494000	17697584	objective	NFL News: New York Giants: Game-by-Game Predictions for the 2nd Half of the Season http://dlvr.it/2P8ftv�Â�  #Football #NFL #NFCEast
264184542305346000	39872392	positive	Gotta go see Flight tomorrow Denzel is the greatest actor ever
252136824963740000	285343906	neutral	#ladsontour mon the boys !!!!!!!!!!!!!!!!!!!!! theres only 1 thing missin #BANJOOOOOOOOOOOOOOOOOO how NOOOOOOOOO
262905551233614000	141049123	objective-OR-neutral	##$$## Black Friday Deals Olympus OM-D E-M5 16MP Live MOS Interchangeable Lens Camera with 3.0-Inch Tilting OLED Tou... http://bit.ly/S8afN0�Â� 
263507092227383000	277852448	negative	Kobe in the 4th is like Eli Manning. #Beware
263995720112161000	210045549	objective-OR-neutral	Wednesday and Thursdays will be a struggle at work once the Champions League resumes *GMT �*
263893912748425000	25003901	objective-OR-neutral	Also need to be at least accredated in ACT or REBT before the end of 4th yr.
259824135759360000	23725447	negative	"If one more commentator references how ""smart"" the Dook players are, I may just turn this mess off. #overratededucation #dook"
264165424617366000	17918823	neutral	Played Dishonored (360), Darksiders 2 (360) and Mass Effect 3 (360) in the last 24 hours. http://raptr.com/skuall-7th?type=tw_sessiondigest�Â� �â��¦
250063565451579000	336182456	negative	"Scariest man alive. Kendrick Perkins is close 2nd ""@jemelehill Ray Lewis is probably the only human being ever not born with an indoor voice"
264200988636881000	366888586	neutral	Chargers may go 8-8 but that will make playoffs in AFC... NFC teams must win 10 games! Fact! @MikeHillESPN @mortreport @Edwerderespn @PTI
262830233332376000	371334533	objective	Sick Beard: Download Finished: 3rd Rock from the Sun - 5x11 - Dick Puts the 'ID' in Cupid
260133688979898000	28208952	negative	Sundays in the Sag is like a Friday in Idaho.....boring as fuck!
263432103436366000	434476354	positive	If the Steelers play as good as they did Sunday I say keep the Bee uniforms on all the way to the Superbowl #steelers
263194127913607000	861687991	neutral	Harry Redknapp is being heavily linked with the position as Blackburn manager today. However, QPR may have begun courting him already...
262896420992991000	617180363	positive	yo I'm excited for Royal Rumble might book that Monday off work so I can watch it
232867712064442000	43351694	positive	Procrastinating. I need to get ready for the 6th district Chicago Police Rally Against Violence. Chi-town cheer will be performing. King dr.
244634790576415000	354242541	positive	#factsaboutme When I was born. On that day , it was the 2nd day of Chinese New Year. Immediately , i gotten lots of redpacket :D
259528581938545000	230863863	negative	Work almost over with then these negros won't see my face till Monday night!
262268094586704000	31475321	positive	I'll be doing the Senior Bowl fun run with my niece next Saturday
262052118314238000	79601816	objective	Monta Ellis / Ellis had just two points on 1-of-11 shooting on Friday against http://goo.gl/fb/9mlTL�Â�  #nba
255983114126520000	251827150	neutral	If any Baltimore team mascots come up missing 1st person of interest should be Billy Cundiff! Or the Redskins mascot is taken blame him!
263477931916022000	290944156	objective-OR-neutral	I want to go to Chapel Hill tomorrow for Halloween!
263402254655164000	454155239	objective-OR-neutral	NO YOUTH tomorrow. Come to Fall Festival. Also, this Sunday High School will attend main service with the adults for Super Sunday!
264094708320596000	275088542	positive	I hope I can get a ticket to the #1D concert in Belgium!!!You can't order them till Saturday!Pfff...:s
262585396666458000	414465617	objective	Low-fat Oasis - Edmonton Sun: Low-fat OasisEdmonton SunPoor Noel Gallagher -- up there all alone with his new ba... http://adf.ly/E7cxD�Â� 
264180809886478000	292839266	negative	3rd and goal at the 1 and Rivers throws a int. terrible pass by Rivers . Bad decisions cost u games. Geez half time Sd 10-3
241095680922354000	91965564	positive	Egypt's Morsi gets red carpet welcome in Iran: TEHRAN, Aug 29: Egypt's Mohamed Morsi is in Iran for the first visit... http://goo.gl/Bt6iL�Â� 
262110858660942000	598554482	neutral	I need a shower and to start getting ready but I'm just sat in bed blogging and watching Celebrity Juice
264032758681178000	35182772	negative	@matt02392 is on the radio instead. MT @WaterlooRd: It's the first week without any Waterloo Road. Going to be a boring Thursday.
249906355815715000	38519489	positive	Ground hog day is such a good film, Sunday is for food and films #sunday
263807158368477000	37302488	positive	If Seattle and Portland were knit together and covered by the California sun, you'd have San Fran. Kinda love it.
262352609665483000	25345724	neutral	Estou ouvindo Brown Eyes Live @ Friday Show with Jonathan Ross - Lady Gaga http://www.lastfm.com.br/user/giuliamares�Â� �â��¦ via @lastfm
263995474636313000	523445120	negative	Niggas was really fighting at the gas station Sat night tho
255514090754146000	27146510	objective	@fueltv @danaehite what about Holland?! 'Countdown to UFC 153: Silva vs. Bonnar' debuts Tuesday on FUEL TV http://tinyurl.com/9sx37dp�Â� 
264117031207571000	210721816	objective-OR-neutral	BUENOS AIRES--Argentina late Wednesday approved a law to lower the legal voting age to 16 in a move that could s ... http://tf.to/a73FB�Â� 
263202753055183000	29262313	positive	"Apple's increasing ""skeumorphism"" - the wood and leather effects - Tim Cook canned Scott Forstall http://www.guardian.co.uk/technology/2012/oct/30/apple-tim-cook-ruthless-streak�Â� �â��¦ no more dodgy effects"
261270806305313000	634861083	neutral	#.:Aubig Black Leather Camera Case Bag Pouch Case with Strap for Olympus OM-D OMD EM5 E-M5 Cyber Monday Deals http://teee.freeblog.biz/aubig-black-leather-camera-case-bag-pouch-case-with-strap-for-olympus-om-d-omd-em5-e-m5-cyber-monday-deals/�Â� �â��¦
261536737497584000	62984265	objective-OR-neutral	Man, I am going to change my vote based on Axl Rose's opinion said no one ever. Politico: C'MON MAN http://www.politico.com/blogs/click/2012/10/axl-rose-leans-toward-obama-147199.html?hp=r16�Â� �â��¦
264207505335394000	18751073	positive	@AllieJayHey I hope all your loved ones back in Maryland are okay! I didn't see you, Wednesday. :)
263916267776389000	428514641	positive	Yay Bruno Mars is coming out with a new album on December 11th.(; I MUST HAVE IT!!
212482020260053000	265238549	positive	"I'm Like.. Why the fuck ""Happy Valentines Day"" is trending on the 12th of June? but anyways, I just knew that it is celebrated in Brasil. Xx"
264191178113708000	221056106	neutral	@ImmortalTech Dublin this Saturday... Gotta get on the Guinness!!
259484418043953000	339989532	positive	Lady boner from Channing Tatum in the Vow right now and the fact that I get McDonald's breakfast tomorrow with @megnoel5250 #winning
260593223708324000	34163754	negative	Being addicted to temple Run may be the worst thing that's happened to me haha.
257055717360554000	134157989	objective-OR-neutral	on Thursday, as Britney Spears, Jennifer Hudson, Halle Berry and others paid tribute to the singer at the Nokia Theatre in Los Angeles.
234318200240755000	71817244	neutral	#Loanwatch: Ben Amos (Hull City) into extra time 1-1, in the 1st round of the League Cup.
263938554051305000	630234972	objective	Michael Jackson Bad 25 will air November 22 on ABC. Make sure you watch it! :) http://www.youtube.com/watch?v=1P0toSi4nbE&feature=youtube_gdata_player�Â� �â��¦
260207838461297000	574911622	positive	"@Bryn2renner forget about Dook now we own that series anyways! let's ""Beat State"" this saturday as we continue on to a succesful season."
262879848740057000	284993124	objective-OR-neutral	FIFA is weird sometimes: You may remember the FIFA 12 video where Andy Carroll starting trying to hump Iker Casi... http://bit.ly/Rhfc4P�Â� 
264223454641914000	814319108	positive	Long drive too Kentucky tomorrow hopefully gonna get the big buck we caught on cam, at least we got @ChaseRiceMusic playing in the Chevy! <3
264078591355138000	51123012	positive	Looking forward to seeing the Illegal Eagles at Dorking tomorrow night with Lin & Amigo. Best Eagles tribute band around. #illegaleagles
264074031135875000	275776970	neutral	Anonymous asked: Would we have a chance at seeing you for topless Tuesday? http://tmblr.co/ZGVN7xWOXnlk�Â� 
263889136757379000	19921353	positive	Pakistan approves liberalised visa accord with India - Islamabad, Nov 1 (IANS) Pakistan has approved a liberalised v... http://ht.ly/2sYvdR�Â� 
256411078899159000	241049629	negative	Fabio Capello (Russia's head-coach) wishes Cristiano's injury was more serious. (Russia will play against Portugal tomorrow in the WCQ)
264034176049742000	20868413	neutral	Hey Nevada tweeps remember TOMORROW is the last day for EARLY VOTING! Ready, Set & Vote! #JustDoIt!
244531843028902000	533185090	neutral	Observers from UN, EU, CW, send to CoNi , according to this observers what the Maldivian have seen live and on TVs on 7 feb are day dream,
264225872226181000	140610932	objective	Amazon has opened an online store for Black Friday 22 days before the shopping event is scheduled to take place. http://on.mash.to/SBaGCN�Â� 
262149399956844000	21955271	negative	I think I may be the only person around not excited that Beyonce is the half time performer for the Superbowl.
259499296523690000	51063172	neutral	Chicago: Go see @TiffanyJ_Curtis: #lovesgotaholdonme #Sat October 27th 7p at the #HaroldWashingonCulCntr 47th & King Dr.
264029478580261000	315555817	positive	@Strombo Happy Thursday! Enjoyed the show so much last night watched 4x. #Thankyoutimeshifting!! Have a great day my Greek!
263261807177789000	529435028	objective-OR-neutral	A three-month-old boy was found abandoned at a platform of the Chhatrapati Shivaji Terminus (CST) on Saturday night. pic.twitter.com/qffIfZNN
263698581440041000	19987409	neutral	highlight of monday was chucking a mattress down the stairs which hit eleanor around the face, causing her to fall down the stairs
264227710480564000	164134582	negative	The fact that I have no plans tomorrow night & it's my last night in FL for a min <<<<<<
262607686540095000	20092607	objective-OR-neutral	Boogie song of the day...Oh Ricky Martin: Que Mas Da Happy Sunday 2 everyone recovering from Halloween party hangovers https://www.youtube.com/watch?v=rTtPl32Kkvo�Â� �â��¦
245558175561048000	580264175	positive	Loved the hair style from Friday's Jason Wu #NYFW show? We're giving you the step-by-step to recreate the look http://ow.ly/dD8uI�Â� 
259586844138815000	99966995	neutral	Sad to say #knutsfordlitfest nearly at an end. Fantastic event last night with Michael Portillo. Last event tomorrow with Charles Dickens.
264206000930816000	385766013	positive	Dad: what are you going to do in Athens tomorrow? Me: Nothing. Dad: Oh. Ok. Have fun. I like my Father.
264110168906813000	403512199	negative	Don't be surprised if we end up waiting until November 16th to find out who the next POTUS is... #OhioProvisionalBallot http://www.newsmax.com/Newsfront/ohio-provisional-ballots-delay/2012/11/01/id/462413�Â� �â��¦
